Gemeindename;PLZ
Bellinzona;6528
Bellinzona;6582
Bellinzona;6583
Bellinzona;6584
Bellinzona;6702
Cadenazzo;6593
Cadenazzo;6599
Isone;6810
Lumino;6533
Sant'Antonino;6592
Acquarossa;6715
Acquarossa;6716
Acquarossa;6716
Acquarossa;6716
Acquarossa;6721
Acquarossa;6722
Acquarossa;6723
Acquarossa;6723
Acquarossa;6723
Acquarossa;6724
Acquarossa;6724
Blenio;6717
Blenio;6717
Blenio;6718
Blenio;6718
Blenio;6719
Blenio;6719
Blenio;6720
Blenio;6720
Serravalle;6713
Serravalle;6714
Serravalle;6721
Airolo;6780
Airolo;6780
Bedretto;6781
Bedretto;6781
Bodio;6743
Dalpe;6774
Faido;6746
Faido;6746
Faido;6746
Faido;6747
Faido;6748
Faido;6749
Faido;6749
Faido;6760
Faido;6760
Faido;6760
Faido;6760
Faido;6760
Faido;6760
Faido;6763
Faido;6763
Faido;6764
Faido;6764
Giornico;6745
Personico;6744
Pollegio;6742
Prato (Leventina);6772
Prato (Leventina);6773
Quinto;6775
Quinto;6776
Quinto;6777
Quinto;6777
Ascona;6612
Brione (Verzasca);6634
Brione sopra Minusio;6645
Brissago;6614
Brissago;6614
Corippo;6631
Frasco;6636
Gordola;6596
Lavertezzo;6595
Lavertezzo;6633
Locarno;6600
Locarno;6600
Locarno;6600
Locarno;6605
Losone;6616
Losone;6618
Mergoscia;6647
Minusio;6648
Muralto;6600
Orselina;6644
Ronco sopra Ascona;6613
Ronco sopra Ascona;6622
Sonogno;6637
Tenero-Contra;6598
Tenero-Contra;6646
Vogorno;6632
Onsernone;6611
Onsernone;6611
Onsernone;6611
Onsernone;6661
Onsernone;6661
Onsernone;6661
Onsernone;6662
Onsernone;6663
Onsernone;6663
Onsernone;6664
Cugnasco-Gerra;6516
Cugnasco-Gerra;6597
Cugnasco-Gerra;6635
Agno;6982
Agno;6990
Aranno;6994
Arogno;6822
Arogno;6823
Astano;6999
Bedano;6930
Bedigliora;6981
Bedigliora;6981
Bedigliora;6981
Bioggio;6934
Bioggio;6935
Bioggio;6992
Bioggio;6993
Bissone;6816
Brusino Arsizio;6827
Brusino Arsizio;6867
Cademario;6936
Cadempino;6814
Canobbio;6952
Caslano;6987
Comano;6949
Croglio;6980
Croglio;6981
Croglio;6989
Croglio;6995
Cureglia;6944
Curio;6981
Curio;6986
Grancia;6916
Gravesano;6929
Lamone;6814
Lugano;6900
Lugano;6912
Lugano;6913
Lugano;6914
Lugano;6915
Lugano;6917
Lugano;6918
Lugano;6932
Lugano;6951
Lugano;6951
Lugano;6951
Lugano;6951
Lugano;6951
Lugano;6951
Lugano;6959
Lugano;6959
Lugano;6959
Lugano;6959
Lugano;6959
Lugano;6959
Lugano;6962
Lugano;6963
Lugano;6963
Lugano;6964
Lugano;6965
Lugano;6966
Lugano;6967
Lugano;6968
Lugano;6974
Lugano;6976
Lugano;6977
Lugano;6978
Lugano;6979
Magliaso;6983
Manno;6928
Maroggia;6817
Massagno;6900
Melano;6818
Melide;6815
Mezzovico-Vira;6805
Mezzovico-Vira;6805
Miglieglia;6986
Monteggio;6998
Morcote;6922
Muzzano;6933
Neggio;6991
Novaggio;6986
Origlio;6945
Paradiso;6900
Ponte Capriasca;6946
Ponte Capriasca;6946
Ponte Tresa;6988
Porza;6948
Pura;6984
Rovio;6821
Rovio;6825
Savosa;6942
Sessa;6997
Sorengo;6924
Capriasca;6807
Capriasca;6947
Capriasca;6950
Capriasca;6953
Capriasca;6954
Capriasca;6954
Capriasca;6955
Capriasca;6955
Capriasca;6956
Capriasca;6957
Capriasca;6958
Capriasca;6958
Capriasca;6958
Capriasca;6960
Torricella-Taverne;6807
Torricella-Taverne;6808
Vernate;6992
Vezia;6943
Vico Morcote;6921
Collina d'Oro;6919
Collina d'Oro;6925
Collina d'Oro;6926
Collina d'Oro;6927
Alto Malcantone;6937
Alto Malcantone;6938
Alto Malcantone;6938
Alto Malcantone;6939
Alto Malcantone;6939
Monteceneri;6802
Monteceneri;6803
Monteceneri;6804
Monteceneri;6806
Monteceneri;6809
Balerna;6828
Castel San Pietro;6873
Castel San Pietro;6874
Castel San Pietro;6875
Castel San Pietro;6875
Castel San Pietro;6875
Chiasso;6830
Chiasso;6832
Chiasso;6832
Coldrerio;6877
Mendrisio;6825
Mendrisio;6850
Mendrisio;6852
Mendrisio;6853
Mendrisio;6862
Mendrisio;6863
Mendrisio;6864
Mendrisio;6865
Mendrisio;6866
Mendrisio;6872
Mendrisio;6872
Morbio Inferiore;6834
Novazzano;6883
Riva San Vitale;6826
Stabio;6854
Stabio;6855
Vacallo;6833
Breggia;6835
Breggia;6837
Breggia;6837
Breggia;6838
Breggia;6838
Breggia;6838
Breggia;6839
Biasca;6710
Riviera;6526
Riviera;6527
Riviera;6703
Riviera;6705
Riviera;6707
Bosco/Gurin;6685
Campo (Vallemaggia);6683
Campo (Vallemaggia);6684
Campo (Vallemaggia);6684
Cerentino;6683
Cevio;6675
Cevio;6676
Cevio;6690
Cevio;6690
Linescio;6682
Maggia;6673
Maggia;6674
Maggia;6674
Maggia;6677
Maggia;6677
Maggia;6678
Maggia;6678
Maggia;6678
Lavizzara;6692
Lavizzara;6692
Lavizzara;6693
Lavizzara;6694
Lavizzara;6695
Lavizzara;6695
Lavizzara;6696
Avegno Gordevio;6670
Avegno Gordevio;6672
Comunanza Cadenazzo/Montecener;6809
Terre di Pedemonte;6652
Terre di Pedemonte;6653
Terre di Pedemonte;6654
Centovalli;6655
Centovalli;6655
Centovalli;6655
Centovalli;6656
Centovalli;6657
Centovalli;6658
Centovalli;6659
Centovalli;6659
Gambarogno;6571
Gambarogno;6572
Gambarogno;6573
Gambarogno;6574
Gambarogno;6575
Gambarogno;6575
Gambarogno;6576
Gambarogno;6577
Gambarogno;6578
Gambarogno;6579
Gambarogno;6594
Aigle;1860
Bex;1880
Bex;1880
Bex;1880
Bex;1880
Bex;1880
Chessel;1846
Corbeyrier;1856
Gryon;1882
Lavey-Morcles;1892
Lavey-Morcles;1892
Lavey-Morcles;1892
Leysin;1854
Noville;1845
Ollon;1867
Ollon;1867
Ollon;1867
Ollon;1884
Ollon;1884
Ollon;1884
Ollon;1885
Ormont-Dessous;1862
Ormont-Dessous;1862
Ormont-Dessous;1863
Ormont-Dessous;1866
Ormont-Dessus;1864
Ormont-Dessus;1865
Rennaz;1847
Roche (VD);1852
Villeneuve (VD);1844
Yvorne;1853
Apples;1143
Aubonne;1170
Aubonne;1174
Ballens;1144
Berolle;1149
Bière;1145
Bougy-Villars;1172
Féchy;1173
Gimel;1188
Longirod;1261
Marchissy;1261
Mollens (VD);1146
Montherod;1174
Saint-George;1188
Saint-Livres;1176
Saint-Oyens;1187
Saubraz;1189
Avenches;1580
Avenches;1580
Avenches;1580
Cudrefin;1588
Faoug;1595
Vully-les-Lacs;1584
Vully-les-Lacs;1585
Vully-les-Lacs;1585
Vully-les-Lacs;1585
Vully-les-Lacs;1586
Vully-les-Lacs;1587
Vully-les-Lacs;1587
Vully-les-Lacs;1589
Vully-les-Lacs;1787
Bettens;1042
Bournens;1035
Boussens;1034
La Chaux (Cossonay);1308
Chavannes-le-Veyron;1148
Chevilly;1316
Cossonay;1304
Cossonay;1304
Cottens (VD);1116
Cuarnens;1148
Daillens;1306
Dizy;1304
Eclépens;1312
Ferreyres;1313
Gollion;1124
Grancy;1117
L'Isle;1148
L'Isle;1148
L'Isle;1148
Lussery-Villars;1307
Mauraz;1148
Mex (VD);1031
Moiry;1148
Mont-la-Ville;1148
Montricher;1147
Orny;1317
Pampigny;1142
Penthalaz;1305
Penthaz;1303
Pompaples;1318
La Sarraz;1315
Senarclens;1304
Sévery;1141
Sullens;1036
Vufflens-la-Ville;1302
Assens;1042
Bercher;1038
Bioley-Orjulaz;1042
Bottens;1041
Bretigny-sur-Morrens;1053
Cugy (VD);1053
Echallens;1040
Essertines-sur-Yverdon;1417
Essertines-sur-Yverdon;1417
Etagnières;1037
Fey;1044
Froideville;1055
Morrens (VD);1054
Oulens-sous-Echallens;1377
Pailly;1416
Penthéréaz;1375
Poliez-Pittet;1041
Rueyres;1046
Saint-Barthélemy (VD);1040
Villars-le-Terroir;1040
Vuarrens;1418
Montilliez;1041
Montilliez;1041
Montilliez;1041
Montilliez;1043
Goumoëns;1376
Goumoëns;1376
Goumoëns;1376
Bonvillars;1427
Bullet;1452
Bullet;1453
Champagne;1424
Concise;1426
Corcelles-près-Concise;1426
Fiez;1420
Fontaines-sur-Grandson;1421
Giez;1429
Grandevent;1421
Grandson;1422
Mauborget;1453
Mutrux;1428
Novalles;1431
Onnens (VD);1425
Provence;1428
Sainte-Croix;1450
Sainte-Croix;1450
Sainte-Croix;1450
Sainte-Croix;1454
Sainte-Croix;1454
Tévenon;1423
Tévenon;1423
Tévenon;1423
Tévenon;1423
Belmont-sur-Lausanne;1092
Cheseaux-sur-Lausanne;1033
Crissier;1023
Epalinges;1066
Jouxtens-Mézery;1008
Lausanne;1000
Lausanne;1000
Lausanne;1000
Lausanne;1003
Lausanne;1004
Lausanne;1005
Lausanne;1006
Lausanne;1007
Lausanne;1010
Lausanne;1011
Lausanne;1012
Lausanne;1015
Lausanne;1018
Le Mont-sur-Lausanne;1052
Paudex;1094
Prilly;1008
Pully;1009
Pully;1068
Renens (VD);1020
Romanel-sur-Lausanne;1032
Chexbres;1071
Forel (Lavaux);1072
Lutry;1090
Lutry;1093
Lutry;1095
Puidoux;1070
Rivaz;1071
Saint-Saphorin (Lavaux);1071
Savigny;1073
Savigny;1073
Bourg-en-Lavaux;1091
Bourg-en-Lavaux;1091
Bourg-en-Lavaux;1091
Bourg-en-Lavaux;1096
Bourg-en-Lavaux;1096
Bourg-en-Lavaux;1097
Bourg-en-Lavaux;1098
Aclens;1123
Bremblens;1121
Buchillon;1164
Bussigny;1030
Bussy-Chardonney;1136
Chavannes-près-Renens;1022
Chigny;1134
Clarmont;1127
Denens;1135
Denges;1026
Echandens;1026
Echichens;1112
Echichens;1113
Echichens;1114
Echichens;1125
Ecublens (VD);1024
Etoy;1163
Lavigny;1175
Lonay;1027
Lully (VD);1132
Lussy-sur-Morges;1167
Morges;1110
Préverenges;1028
Reverolle;1128
Romanel-sur-Morges;1122
Saint-Prex;1162
Saint-Sulpice (VD);1025
Tolochenaz;1131
Vaux-sur-Morges;1126
Villars-Sainte-Croix;1029
Villars-sous-Yens;1168
Vufflens-le-Château;1134
Vullierens;1115
Yens;1169
Boulens;1063
Bussy-sur-Moudon;1514
Chavannes-sur-Moudon;1512
Curtilles;1521
Dompierre (VD);1682
Hermenches;1513
Lovatens;1682
Lucens;1522
Lucens;1522
Lucens;1526
Lucens;1526
Lucens;1683
Lucens;1683
Lucens;1683
Moudon;1510
Ogens;1045
Prévonloup;1682
Rossenges;1513
Syens;1510
Villars-le-Comte;1515
Vucherens;1509
Montanaire;1063
Montanaire;1063
Montanaire;1063
Montanaire;1409
Montanaire;1410
Montanaire;1410
Montanaire;1410
Montanaire;1410
Montanaire;1515
Arnex-sur-Nyon;1277
Arzier-Le Muids;1273
Bassins;1269
Begnins;1268
Bogis-Bossey;1279
Borex;1277
Chavannes-de-Bogis;1279
Chavannes-des-Bois;1290
Chéserex;1275
Coinsins;1267
Commugny;1291
Coppet;1296
Crans-près-Céligny;1299
Crassier;1263
Duillier;1266
Eysins;1262
Founex;1297
Genolier;1272
Gingins;1276
Givrins;1271
Gland;1196
Grens;1274
Mies;1295
Nyon;1260
Prangins;1197
La Rippe;1278
Saint-Cergue;1264
Saint-Cergue;1265
Signy-Avenex;1274
Tannay;1295
Trélex;1270
Le Vaud;1261
Vich;1267
L'Abergement;1355
Agiez;1352
Arnex-sur-Orbe;1321
Ballaigues;1338
Baulmes;1446
Bavois;1372
Bofflens;1353
Bretonnières;1329
Chavornay;1373
Chavornay;1374
Chavornay;1435
Les Clées;1356
Les Clées;1356
Croy;1322
Juriens;1326
Lignerolle;1357
Montcherand;1354
Orbe;1350
La Praz;1148
Premier;1324
Rances;1439
Romainmôtier-Envy;1323
Sergey;1355
Valeyres-sous-Rances;1358
Vallorbe;1337
Vaulion;1325
Vuiteboeuf;1445
Corcelles-le-Jorat;1082
Essertes;1078
Maracon;1613
Montpreveyres;1081
Ropraz;1088
Servion;1077
Servion;1080
Vulliens;1085
Jorat-Menthue;1041
Jorat-Menthue;1058
Jorat-Menthue;1059
Jorat-Menthue;1061
Jorat-Menthue;1062
Oron;1607
Oron;1607
Oron;1607
Oron;1607
Oron;1608
Oron;1608
Oron;1608
Oron;1610
Oron;1610
Oron;1610
Oron;1612
Jorat-Mézières;1076
Jorat-Mézières;1083
Jorat-Mézières;1084
Champtauroz;1537
Chevroux;1545
Corcelles-près-Payerne;1562
Grandcour;1543
Henniez;1525
Missy;1565
Payerne;1530
Payerne;1551
Trey;1552
Treytorrens (Payerne);1538
Villarzel;1554
Villarzel;1554
Villarzel;1555
Valbroye;1523
Valbroye;1524
Valbroye;1525
Valbroye;1534
Valbroye;1535
Valbroye;1536
Valbroye;1682
Valbroye;1682
Château-d'Oex;1660
Château-d'Oex;1660
Château-d'Oex;1660
Château-d'Oex;1660
Rossinière;1658
Rossinière;1658
Rougemont;1659
Rougemont;1659
Allaman;1165
Bursinel;1195
Bursins;1183
Burtigny;1268
Dully;1195
Essertines-sur-Rolle;1186
Gilly;1182
Luins;1184
Mont-sur-Rolle;1185
Perroy;1166
Rolle;1180
Tartegnin;1180
Vinzel;1184
L'Abbaye;1342
L'Abbaye;1344
L'Abbaye;1346
Le Chenit;1341
Le Chenit;1347
Le Chenit;1347
Le Chenit;1348
Le Lieu;1343
Le Lieu;1345
Le Lieu;1345
Blonay;1807
Chardonne;1801
Chardonne;1803
Corseaux;1802
Corsier-sur-Vevey;1804
Corsier-sur-Vevey;1808
Corsier-sur-Vevey;1809
Jongny;1805
Montreux;1815
Montreux;1816
Montreux;1817
Montreux;1820
Montreux;1820
Montreux;1822
Montreux;1823
Montreux;1824
Montreux;1832
Montreux;1832
Montreux;1833
Saint-Légier-La Chiésaz;1806
La Tour-de-Peilz;1814
Vevey;1800
Veytaux;1820
Belmont-sur-Yverdon;1432
Bioley-Magnoux;1407
Chamblon;1436
Champvent;1443
Champvent;1443
Champvent;1443
Chavannes-le-Chêne;1464
Chêne-Pâquier;1464
Cheseaux-Noréaz;1400
Cronay;1406
Cuarny;1404
Démoret;1415
Donneloye;1407
Donneloye;1407
Donneloye;1407
Donneloye;1408
Ependes (VD);1434
Mathod;1438
Molondin;1415
Montagny-près-Yverdon;1442
Oppens;1047
Orges;1430
Orzens;1413
Pomy;1405
Rovray;1463
Suchy;1433
Suscévaz;1437
Treycovagnes;1436
Ursins;1412
Valeyres-sous-Montagny;1441
Valeyres-sous-Ursins;1412
Villars-Epeney;1404
Vugelles-La Mothe;1431
Yverdon-les-Bains;1400
Yverdon-les-Bains;1432
Yvonand;1462
Brig-Glis;3900
Brig-Glis;3900
Brig-Glis;3900
Brig-Glis;3902
Eggerberg;3939
Naters;3903
Naters;3903
Naters;3904
Naters;3914
Naters;3914
Ried-Brig;3901
Ried-Brig;3911
Simplon;3907
Simplon;3907
Simplon;3907
Termen;3912
Termen;3913
Zwischbergen;3907
Ardon;1957
Chamoson;1911
Chamoson;1955
Chamoson;1955
Chamoson;1955
Chamoson;1955
Chamoson;1955
Conthey;1964
Conthey;1975
Conthey;1976
Conthey;1976
Conthey;1976
Nendaz;1993
Nendaz;1994
Nendaz;1996
Nendaz;1996
Nendaz;1996
Nendaz;1996
Nendaz;1996
Nendaz;1996
Nendaz;1996
Nendaz;1996
Nendaz;1997
Nendaz;1997
Nendaz;1997
Vétroz;1963
Bagnes;1934
Bagnes;1934
Bagnes;1936
Bagnes;1947
Bagnes;1947
Bagnes;1948
Bagnes;1948
Bagnes;1948
Bourg-Saint-Pierre;1946
Liddes;1945
Liddes;1945
Liddes;1945
Liddes;1945
Liddes;1945
Liddes;1945
Liddes;1945
Liddes;1945
Liddes;1945
Liddes;1945
Liddes;1945
Liddes;1945
Orsières;1937
Orsières;1938
Orsières;1943
Orsières;1944
Sembrancher;1933
Sembrancher;1933
Sembrancher;1933
Vollèges;1927
Vollèges;1933
Vollèges;1941
Vollèges;1941
Vollèges;1942
Bellwald;3984
Bellwald;3997
Binn;3996
Ernen;3995
Ernen;3995
Ernen;3995
Ernen;3995
Ernen;3995
Ernen;3995
Fiesch;3984
Fieschertal;3801
Fieschertal;3984
Lax;3994
Obergoms;3988
Obergoms;3988
Obergoms;3999
Goms;3985
Goms;3985
Goms;3989
Goms;3989
Goms;3989
Goms;3989
Goms;3989
Goms;3998
Goms;3998
Ayent;1966
Ayent;1966
Ayent;1966
Ayent;1966
Ayent;1966
Ayent;1966
Ayent;1966
Ayent;1966
Ayent;1966
Ayent;1966
Ayent;1972
Evolène;1983
Evolène;1983
Evolène;1984
Evolène;1984
Evolène;1985
Evolène;1985
Evolène;1985
Evolène;1986
Hérémence;1982
Hérémence;1987
Saint-Martin (VS);1969
Saint-Martin (VS);1969
Saint-Martin (VS);1969
Saint-Martin (VS);1969
Saint-Martin (VS);1969
Vex;1981
Vex;1988
Vex;1988
Mont-Noble;1961
Mont-Noble;1968
Mont-Noble;1973
Agarn;3951
Albinen;3955
Ergisch;3947
Inden;3953
Leuk;3952
Leuk;3953
Leuk;3957
Leukerbad;3954
Oberems;3948
Salgesch;3970
Varen;3953
Guttet-Feschel;3956
Gampel-Bratsch;3945
Gampel-Bratsch;3945
Gampel-Bratsch;3957
Turtmann-Unterems;3946
Turtmann-Unterems;3946
Turtmann-Unterems;3948
Bovernier;1932
Bovernier;1932
Charrat;1906
Fully;1926
Isérables;1914
Leytron;1911
Leytron;1912
Leytron;1912
Leytron;1912
Leytron;1912
Martigny;1920
Martigny-Combe;1921
Martigny-Combe;1928
Riddes;1908
Riddes;1914
Riddes;1918
Saillon;1913
Saillon;1913
Saxon;1907
Trient;1929
Champéry;1874
Collombey-Muraz;1868
Collombey-Muraz;1868
Collombey-Muraz;1893
Monthey;1870
Monthey;1870
Monthey;1871
Monthey;1871
Port-Valais;1897
Port-Valais;1897
Saint-Gingolph;1898
Troistorrents;1872
Troistorrents;1875
Val-d'Illiez;1873
Val-d'Illiez;1873
Val-d'Illiez;1873
Vionnaz;1895
Vionnaz;1899
Vouvry;1896
Vouvry;1896
Bister;3983
Bitsch;3982
Grengiols;3993
Riederalp;3983
Riederalp;3983
Riederalp;3986
Riederalp;3987
Ausserberg;3938
Blatten;3919
Bürchen;3935
Eischoll;3943
Ferden;3916
Ferden;3917
Kippel;3917
Niedergesteln;3942
Raron;3942
Raron;3942
Unterbäch;3944
Wiler (Lötschen);3918
Mörel-Filet;3983
Mörel-Filet;3983
Steg-Hohtenn;3940
Steg-Hohtenn;3949
Bettmeralp;3991
Bettmeralp;3992
Bettmeralp;3994
Collonges;1903
Dorénaz;1905
Evionnaz;1902
Finhaut;1925
Finhaut;1925
Massongex;1869
Saint-Maurice;1890
Saint-Maurice;1890
Salvan;1922
Salvan;1922
Salvan;1923
Salvan;1923
Vernayaz;1904
Vérossaz;1891
Chalais;3966
Chalais;3966
Chalais;3967
Chippis;3965
Grône;3979
Icogne;1977
Lens;1978
Lens;3978
Miège;3972
Saint-Léonard;1958
Sierre;3960
Sierre;3960
Sierre;3976
Sierre;3977
Venthône;3973
Veyras;3968
Anniviers;3960
Anniviers;3961
Anniviers;3961
Anniviers;3961
Anniviers;3961
Anniviers;3961
Anniviers;3961
Anniviers;3961
Anniviers;3961
Crans-Montana;3960
Crans-Montana;3960
Crans-Montana;3963
Crans-Montana;3963
Crans-Montana;3963
Crans-Montana;3971
Crans-Montana;3971
Crans-Montana;3971
Crans-Montana;3974
Crans-Montana;3975
Crans-Montana;3976
Arbaz;1974
Grimisuat;1971
Grimisuat;1971
Savièse;1965
Sion;1950
Sion;1958
Sion;1962
Sion;1967
Sion;1991
Sion;1991
Sion;1991
Sion;1991
Sion;1991
Sion;1992
Sion;1992
Sion;1992
Sion;1992
Veysonnaz;1993
Baltschieder;3937
Baltschieder;3937
Eisten;3922
Embd;3922
Embd;3926
Grächen;3925
Lalden;3931
Randa;3928
Saas-Almagell;3905
Saas-Balen;3908
Saas-Fee;3906
Saas-Grund;3910
St. Niklaus;3924
St. Niklaus;3927
Stalden (VS);3922
Staldenried;3933
Täsch;3929
Törbel;3923
Visp;3930
Visp;3930
Visperterminen;3932
Zeneggen;3934
Zermatt;3920
Boudry;2015
Boudry;2017
Corcelles-Cormondrèche;2035
Corcelles-Cormondrèche;2036
Cortaillod;2016
Peseux;2034
Rochefort;2019
Rochefort;2019
Rochefort;2037
Rochefort;2149
Rochefort;2149
Rochefort;2149
Milvignes;2012
Milvignes;2013
Milvignes;2014
La Grande Béroche;2022
La Grande Béroche;2023
La Grande Béroche;2024
La Grande Béroche;2024
La Grande Béroche;2025
La Grande Béroche;2027
La Grande Béroche;2027
La Grande Béroche;2028
La Chaux-de-Fonds;2300
La Chaux-de-Fonds;2300
La Chaux-de-Fonds;2322
La Chaux-de-Fonds;2333
La Chaux-de-Fonds;2616
Les Planchettes;2325
La Sagne;2314
Les Brenets;2416
La Brévine;2406
La Brévine;2406
La Brévine;2406
La Brévine;2406
Brot-Plamboz;2318
Le Cerneux-Péquignot;2414
La Chaux-du-Milieu;2405
Le Locle;2400
Le Locle;2400
Le Locle;2400
Les Ponts-de-Martel;2316
Les Ponts-de-Martel;2316
Cornaux;2087
Cressier (NE);2088
Enges;2073
Hauterive (NE);2068
Le Landeron;2525
Lignières;2523
Neuchâtel;2000
Neuchâtel;2067
Saint-Blaise;2072
La Tène;2074
La Tène;2075
La Tène;2075
Valangin;2042
Val-de-Ruz;2037
Val-de-Ruz;2043
Val-de-Ruz;2046
Val-de-Ruz;2052
Val-de-Ruz;2052
Val-de-Ruz;2053
Val-de-Ruz;2054
Val-de-Ruz;2054
Val-de-Ruz;2056
Val-de-Ruz;2057
Val-de-Ruz;2058
Val-de-Ruz;2063
Val-de-Ruz;2063
Val-de-Ruz;2063
Val-de-Ruz;2063
Val-de-Ruz;2065
Val-de-Ruz;2206
Val-de-Ruz;2207
Val-de-Ruz;2208
La Côte-aux-Fées;2117
Les Verrières;2126
Val-de-Travers;2103
Val-de-Travers;2105
Val-de-Travers;2108
Val-de-Travers;2112
Val-de-Travers;2113
Val-de-Travers;2114
Val-de-Travers;2115
Val-de-Travers;2116
Val-de-Travers;2123
Val-de-Travers;2124
Val-de-Travers;2127
Aire-la-Ville;1288
Anières;1247
Avully;1237
Avusy;1285
Bardonnex;1257
Bellevue;1293
Bernex;1233
Carouge (GE);1227
Cartigny;1236
Céligny;1298
Céligny;1298
Chancy;1284
Chêne-Bougeries;1224
Chêne-Bougeries;1231
Chêne-Bourg;1225
Choulex;1244
Collex-Bossy;1239
Collonge-Bellerive;1222
Collonge-Bellerive;1245
Cologny;1223
Confignon;1232
Corsier (GE);1246
Dardagny;1283
Dardagny;1283
Genève;1201
Genève;1202
Genève;1203
Genève;1204
Genève;1205
Genève;1206
Genève;1207
Genève;1208
Genève;1209
Genève;1227
Genthod;1294
Le Grand-Saconnex;1215
Le Grand-Saconnex;1218
Gy;1251
Hermance;1248
Jussy;1254
Laconnex;1287
Lancy;1212
Lancy;1213
Meinier;1252
Meyrin;1216
Meyrin;1217
Onex;1213
Perly-Certoux;1258
Plan-les-Ouates;1228
Pregny-Chambésy;1292
Presinge;1243
Puplinge;1241
Russin;1281
Satigny;1242
Soral;1286
Thônex;1226
Troinex;1256
Vandoeuvres;1253
Vernier;1214
Vernier;1219
Vernier;1219
Vernier;1219
Vernier;1220
Versoix;1290
Veyrier;1234
Veyrier;1255
Boécourt;2856
Boécourt;2857
Bourrignon;2803
Châtillon (JU);2843
Courchapoix;2825
Courrendlin;2830
Courroux;2822
Courroux;2823
Courtételle;2852
Delémont;2800
Develier;2802
Ederswiler;2813
Mervelier;2827
Mettembert;2806
Movelier;2812
Pleigne;2807
Pleigne;2807
Rebeuvelier;2832
Rossemaison;2842
Saulcy;2873
Soyhières;2805
Vellerat;2830
Haute-Sorne;2853
Haute-Sorne;2854
Haute-Sorne;2855
Haute-Sorne;2863
Haute-Sorne;2864
Val Terbi;2824
Val Terbi;2826
Val Terbi;2828
Val Terbi;2829
Le Bémont (JU);2360
Les Bois;2336
Les Breuleux;2345
La Chaux-des-Breuleux;2345
Les Enfers;2363
Les Genevez (JU);2714
Les Genevez (JU);2714
Lajoux (JU);2718
Lajoux (JU);2718
Montfaucon;2362
Montfaucon;2362
Muriaux;2338
Muriaux;2338
Le Noirmont;2340
Saignelégier;2350
Saignelégier;2353
Saignelégier;2354
Saint-Brais;2364
Saint-Brais;2882
Soubey;2887
Alle;2942
Beurnevésin;2935
Boncourt;2926
Bonfol;2944
Bure;2915
Coeuve;2932
Cornol;2952
Courchavon;2922
Courgenay;2950
Courgenay;2950
Courtedoux;2905
Damphreux;2933
Fahy;2916
Fontenais;2902
Fontenais;2903
Fontenais;2904
Grandfontaine;2908
Lugnez;2933
Porrentruy;2900
Vendlincourt;2943
Basse-Allaine;2923
Basse-Allaine;2924
Basse-Allaine;2925
Clos du Doubs;2882
Clos du Doubs;2883
Clos du Doubs;2884
Clos du Doubs;2885
Clos du Doubs;2886
Clos du Doubs;2888
Clos du Doubs;2889
Haute-Ajoie;2906
Haute-Ajoie;2907
Haute-Ajoie;2912
Haute-Ajoie;2912
Haute-Ajoie;2914
La Baroche;2946
La Baroche;2947
La Baroche;2953
La Baroche;2953
La Baroche;2954
Vaduz;9490
Triesen;9495
Balzers;9496
Triesenberg;9497
Schaan;9494
Planken;9498
Eschen;9485
Eschen;9492
Mauren;9486
Mauren;9493
Gamprin;9487
Ruggell;9491
Schellenberg;9488
Thunersee;9999
Brienzersee;9999
Bielersee (BE);9999
